"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"【雷亞遊戲_產品支援處】","雷亞遊戲股份有限公司","網際網路相關業","台北市信義區","經歷不拘","大學","待遇面議","Data analysis is the key to developing successful games and products. Rayark is looking for a savvy Data Analyst to join our data analysis team. You will use your solid data analysis skills to provide insights and feedback to game producers, designers and operations executives to help them make good decisions. The ideal applicant will have a passion for understanding business problems and goals. The applicant will also utilize data analysis technologies to improve game design and business development.

### RESPONSIBILITY
- Analyze and extract key insights and patterns from gameplay and behavior data of our players.
- Provides recommendations to game designers and producers according to the facts found from the data.
- Work closely with cross-functional teams to understand their data needs and translate business requirements into effective data analyses and actionable insights
- Research the latest data analysis techniques and trends and apply them to the company's business
- Perform data quality checks to ensure data accuracy and completeness
- Enhancing data collection procedures to include information that is relevant for analyzing data and building business metrics.
- Work with data engineers to build effective ETL pipelines
- Design dashboards and visualize data

### REQUIREMENTS
- Master's Degree with a specialization in Statistics, Applied Math, Computer Science, Economics or in a related quantitative field or equivalent work experience.
- Experienced with statistical analysis approaches such as clustering, regression, and statistical inference.
- Familiar with SQL
- Experience with data visualization tools like Tableau, Power BI, Looker Studio
- Strong data processing, analysis, and interpretation skills
- Strong problem-solving skills
- Interested in studying user behavior and business problems
- Passion for games
- Familiar with A/B testing
- Excellent communication skills and a team player

### PLUSES
- Familiar with BigQuery or MongoDB
- Experienced with Python, CoLab, R, or other data discovering and visualization tools
- Data-driven decision making
- Relevant industry experience

### APPLICATION REQUIREMENTS
- Cover letter
- Resume
- Transcript (Applicants who recently graduated, just discharged from the army or have less than 1 years of work experience)","","距捷運南京三民站約480公尺","節日獎金/禮品","彈性上下班","員工旅遊","2 天內處理過履歷","4/29","積極徵才中","",""
"資料工程師 (台北)","雲端達人科技股份有限公司","電腦軟體服務業","台北市中山區","經歷不拘","專科","待遇面議","1.熟悉資料 ETL 流程的規劃、設計、開發與維護

2.具備 PL/SQL 經驗

3.熟悉Oracle DB

4.具備Trinity經驗(nice to have) 

5.資料品質之監控與管理

6.具有資料分析經驗、細心","","距捷運中山國小站約330公尺","年終獎金","津貼/補助","生日假","3 天內處理過履歷","4/24","","",""
"ETL工程師 ETL Data Engineer","鼎琉股份有限公司","電腦軟體服務業","台北市大安區","3年以上","大學","年薪600,000~1,800,000元","確保敏感的保護。
文件撰寫與團隊協作：
撰寫與維護 ETL 設計文件、流程圖，確保專案具可追溯性與可維護性。
與、BI 開發人員、科學家等團隊密切合作，支援產品開發。

任職要求：
學歷與經驗：
大學以上學歷，計算機科學、","數據","遠端工作","距捷運信義安和站約470公尺","節日獎金/禮品","津貼/補助","4 天內處理過履歷","4/28","積極徵才中","數據分析師",""
"[台北] ETL/ 資料分析/ 報表開發/ BI工程師","金上晉科技股份有限公司","金屬表面處理及熱處理業","台北市信義區","3年以上","大學","待遇面議","1. 跨系統資料梳理及資料倉儲整合(ETL)應用(SSIS、T-SQL、Store Procedure、Python)。
2. SSAS之規劃、設計、分析、維護。
3. 報表規劃及設計 (SSRS 3年以上經驗、Power BI)。
4. 資料分析(銷售、MES、財務...等製造業分析)。
5. MS-SQL資料庫的日常維護與管理(具有優化調校既有的DB 屬性、環境參數、交易語法效能經驗、資料庫備份、備援)。
6. 主管交辦事項。","","距捷運市政府站約260公尺","年終獎金","津貼/補助","員工宿舍","2 天內處理過履歷","5/02","","",""
"商務分析管理師","瑋恆科技有限公司","電腦軟體服務業","台中市西區","1年以上","大學","待遇面議","備提案能力與專案管理能力 (釐清專案範圍、設定專案目標、控管專案時程)
2.	了解商業目標，以確保專案目標與整體商務策略保持一致。
3.	及時提供商務推動市場所需資料，以利團隊從中找到成長機會點。
4.	與跨職能團隊合作，良好的進行跨部門溝通協","數據","遠端工作","年終獎金","津貼/補助","彈性上下班","3 天內處理過履歷","4/02","","",""
"MIS主管","承展國際股份有限公司","其他紡織製品製造業","台北市松山區","5年以上","大學","待遇面議","1. 具MIS主管經驗、軟體撰寫能力，可帶領Python團隊。
2. 鼎新 T100 ERP 之導入，ERP系統程式客製撰寫、報表開發、流程規劃管理及維護。
3. 跨部門需求訪談與整合，協助 ERP系統導入 。
4. 資料庫維護與管理。 
5. 使用者教育訓練與問題排除。
6. 需跨部門團隊合作，了解業務需求並提供技術支持或建議。
7. 與合作廠商配合AI技術趨勢，並將其應用於公司的產品和服務中。","","年終獎金","節日獎金/禮品","員工旅遊","團體保險","6 天內處理過履歷","4/30","","",""
"資訊｜","陽光伏特家_綠點能創股份有限公司","其他電子零組件相關業","台北市南港區","經歷不拘","大學","待遇面議","與綠電交易兩大事業體。作為台灣產業的先驅，我們致力於創造一個永續的未來。我們的組織結構扁平，鼓勵開放透明的溝通，並且重視每一位夥伴的發展。

【我們在尋找誰？】
你熱愛分析，擅長從雜亂的中提煉出關鍵洞察？你喜歡優化流程，並透過支持決策？","數據","年終獎金","津貼/補助","優於勞基法特休","不扣薪病/事假","","4/30","積極徵才中","數據","2 天內聯絡過求職者"
"AI大","網威智慧科技股份有限公司","電腦軟體服務業","台北市內湖區","1年以上","大學","年薪500,000元以上","工作內容：
1.彙整、分析與定期產出各類型的監測資料或報告 。
2.預處理、特徵工程、模型選擇/融合、模型訓練/測試、問題分析及解決、模型評估的程式開發。
3.機器學習、深度學習或其他相關演算法開發
4.與機器學習模型可視化處理
5.","數據","距捷運港墘站約460公尺","年終獎金","分紅配股","不扣薪病/事假","","5/02","積極徵才中","數據","4 天內聯絡過求職者"
"【研發替代役】/機率工程師","鈊象電子股份有限公司","網際網路相關業","新北市五股區","經歷不拘","大學","月薪30,000~60,000元",":
1.資料收集實驗設計
2.相關軟體之應用
3.趨勢分析研究、公式演算法產出
4.分析可視化
5.具備資料文件撰寫及簡報能力

機率工程師:
1.遊戲機率規劃、數學計算與驗證
2.撰寫機率數學、模擬程式及說明文件
3.分析、","數據分析師","上市上櫃","年終獎金","津貼/補助","分紅配股","","4/28","","數據",""
"電商事業部（宜科）- 分析","立達國際電子股份有限公司","電腦及其週邊設備製造業","宜蘭縣宜蘭市","3年以上","大學","月薪35,000~60,000元","職位類別A - 電商運營
1. 對店商高成長有熱忱
2. 對店商實務超作有耐心
3. 有資料處理分析能力
4. 能判斷廣告投放對銷量產生之效益
5. 針對產業對手價格分析，做出動態價格回應","數據分析師","年終獎金","節日獎金/禮品","分紅配股","家庭日","5 天內處理過履歷","5/02","","",""
"SA 系統 System Analyst （PJ5）","瑞思登科技股份有限公司","電腦軟體服務業","台北市內湖區","1年以上","專科","待遇面議","1. 分析及撰寫客製化專案(金融)的需求與規格，協助系統驗證測試與相關文件製作。
2. 研讀並解析系統間的 API 文件，參與規劃系統串接與資料交換。
3. 與團隊共同規劃系統架構、資料庫設計、流程與介面設計，提供專業建議並進行需求評估。
4. 與團隊夥伴緊密合作，清晰傳達功能需求，共同協調與分派工作。
5. 與專案經理及架構師攜手合作，確保系統交付符合品質標準、法規要求、資訊安全與效能指標，優化使用者體驗。
6. 主動學習新技術，積極評估與導入新工具，協助團隊持續提升系統效能與市場競爭力。
7. 與主管及同仁保持良好互動，提出創新且完善的解決方案。
8. 協助主管完成相關任務，共同達成團隊目標。","","距捷運港墘站約370公尺","年終獎金","津貼/補助","員工旅遊","","4/26","","",""
